Subject Number       Block Number         Trials per Block     Accuracy             Best Model by BIC    BIC Score            Best Model by NLL    NLL Score           
4                    6                    100                  0.8900000000         Equal GLC            47.9663462863        Equal GLC            17.0754178641       
4                    7                    100                  0.7800000000         Equal GLC            108.7885472981       Equal GLC            47.4865183701       
4                    8                    100                  0.8400000000         Equal GLC            59.6877918885        Equal GLC            22.9361406653       
5                    1                    100                  0.7200000000         Unidimensional X     94.5182991929        Unidimensional X     42.6539794105       
5                    2                    100                  0.7500000000         Equal GLC            86.1523245110        Equal GLC            36.1684069765       
5                    3                    100                  0.7400000000         Unidimensional Y     81.6825660750        Equal GLC            34.3254379431       
5                    4                    100                  0.8100000000         Equal GLC            77.2945229879        Equal GLC            31.7395062150       
5                    5                    100                  0.7100000000         Equal GLC            79.0056554006        Equal GLC            32.5950724213       
5                    6                    100                  0.8100000000         Equal GLC            87.6890963989        Equal GLC            36.9367929205       
5                    7                    100                  0.6800000000         Unidimensional Y     116.6323437606       Equal GLC            53.4297318003       
5                    8                    100                  0.6400000000         Unidimensional Y     87.9850134523        Equal GLC            38.4392557534       
6                    1                    100                  0.6900000000         Unidimensional X     108.3120611852       Unidimensional X     49.5508604066       
6                    2                    100                  0.6300000000         Unidimensional X     103.9718820822       Equal GLC            47.1530105424       
6                    3                    100                  0.7500000000         Unidimensional X     89.2347976187        Equal GLC            39.2704658931       
6                    4                    100                  0.7700000000         Unidimensional X     91.0097568566        Equal GLC            40.8620799061       
6                    5                    100                  0.6800000000         Equal GLC            118.3963377335       Equal GLC            52.2904135878       
6                    6                    100                  0.8200000000         Equal GLC            87.2128239100        Equal GLC            36.6986566760       
6                    7                    100                  0.7100000000         Equal GLC            124.7335685373       Equal GLC            55.4590289897       
6                    8                    100                  0.8000000000         Equal GLC            88.4966620427        Equal GLC            37.3405757424       
7                    1                    100                  0.6700000000         Unidimensional X     127.0389838878       Equal GLC            57.2090837440       
7                    2                    100                  0.6300000000         Equal GLC            90.8337884608        Equal GLC            38.5091389514       
7                    3                    100                  0.7400000000         Unidimensional X     97.2368065481        Equal GLC            43.8629112848       
7                    4                    100                  0.6300000000         Unidimensional X     104.7620446615       Equal GLC            47.5878674052       
7                    5                    100                  0.6700000000         Unidimensional X     102.7590538375       Equal GLC            46.7592297315       
7                    6                    100                  0.7200000000         Unidimensional X     94.7028436888        Equal GLC            42.7313883305       
7                    7                    100                  0.6900000000         Unidimensional X     98.7652168843        Equal GLC            44.5481219954       
7                    8                    100                  0.6900000000         Unidimensional X     121.3101489502       Equal GLC            55.6957817782       
8                    1                    100                  0.4900000000         Guessing             138.6294361120       Biased Guessing      68.9943758458       
8                    2                    100                  0.6600000000         Unidimensional X     114.0811175909       Unidimensional X     52.4353886094       
8                    3                    100                  0.7200000000         Unidimensional X     95.6541776841        Equal GLC            42.8851746075       
8                    4                    100                  0.7800000000         Unidimensional X     90.2461323802        Equal GLC            38.3427524491       
8                    5                    100                  0.5900000000         Guessing             138.6294361120       Equal GLC            68.9962782027       
8                    6                    100                  0.6900000000         Equal GLC            113.9653942486       Equal GLC            50.0749418453       
8                    7                    100                  0.7200000000         Equal GLC            126.6176966171       Equal GLC            56.4010930296       
8                    8                    100                  0.6200000000         Unidimensional X     135.5214252839       Equal GLC            61.6825237154       
10                   1                    100                  0.7100000000         Unidimensional Y     124.5311203696       Equal GLC            55.6203895873       
10                   2                    100                  0.6400000000         Equal GLC            120.6660537906       Equal GLC            53.4252716163       
10                   3                    100                  0.7000000000         Equal GLC            128.2789308543       Equal GLC            57.2317101482       
10                   4                    100                  0.7600000000         Equal GLC            111.1165375835       Equal GLC            48.6505135128       
10                   5                    100                  0.7800000000         Unidimensional X     90.1772885094        Equal GLC            39.3381792839       
10                   6                    100                  0.7200000000         Equal GLC            118.1368440351       Equal GLC            52.1606667385       
10                   7                    100                  0.6700000000         Unidimensional X     112.7471408222       Equal GLC            51.7671360966       
10                   8                    100                  0.5000000000         Guessing             138.6294361120       Biased Guessing      68.3314913574       
11                   1                    100                  0.7000000000         Equal GLC            95.9710865302        Equal GLC            41.0777879861       
11                   2                    100                  0.7000000000         Equal GLC            85.3893433233        Equal GLC            35.7869163826       
11                   3                    100                  0.6700000000         Equal GLC            85.0871003926        Equal GLC            35.6357949173       
11                   4                    100                  0.7200000000         Unidimensional X     65.4224186664        Unidimensional X     28.1060391472       
11                   5                    100                  0.7500000000         Unidimensional X     75.0074967542        Unidimensional X     32.8985781911       
11                   6                    100                  0.7800000000         Unidimensional X     52.1130454157        Equal GLC            21.1064679200       
11                   7                    100                  0.7300000000         Equal GLC            93.7042166945        Equal GLC            39.9443530683       
11                   8                    100                  0.7400000000         Equal GLC            108.9178997165       Equal GLC            47.5511945792       
12                   1                    100                  0.6300000000         Unidimensional X     115.3487358908       Equal GLC            53.0629488514       
12                   2                    100                  0.6700000000         Unidimensional X     80.5271235965        Equal GLC            35.5659985333       
12                   3                    100                  0.7400000000         Unidimensional X     51.5036925536        Equal GLC            21.1466573585       
12                   4                    100                  0.7800000000         Unidimensional X     71.5319355045        Equal GLC            30.3889435057       
12                   5                    100                  0.7600000000         Equal GLC            95.4535096439        Equal GLC            40.8189995430       
12                   6                    100                  0.7400000000         Unidimensional X     78.4127188335        Equal GLC            34.4872022847       
12                   7                    100                  0.7000000000         Equal GLC            124.3089702766       Equal GLC            55.2467298593       
12                   8                    100                  0.8200000000         Equal GLC            78.2348616076        Equal GLC            32.2096755248       
13                   1                    100                  0.7000000000         Unidimensional X     69.4047104647        Equal GLC            30.0635748825       
13                   2                    100                  0.7200000000         Unidimensional X     72.9774249217        Unidimensional X     31.8835422749       
13                   3                    100                  0.6700000000         Unidimensional X     101.3938349414       Equal GLC            46.0754796355       
13                   4                    100                  0.6600000000         Unidimensional X     123.1126469149       Equal GLC            56.2802194927       
13                   5                    100                  0.6600000000         Unidimensional X     110.5439078358       Equal GLC            50.0646861842       
13                   6                    100                  0.5900000000         Unidimensional X     122.3201679652       Equal GLC            55.7888640099       
13                   7                    100                  0.7400000000         Unidimensional X     112.9792566772       Unidimensional X     51.8844581526       
13                   8                    100                  0.6400000000         Unidimensional X     134.6285195604       Equal GLC            62.2514338090       
15                   1                    100                  0.6400000000         Unidimensional X     100.4763124023       Equal GLC            44.4019277663       
15                   2                    100                  0.6100000000         Unidimensional X     129.9914255861       Equal GLC            60.3087395985       
15                   3                    100                  0.8100000000         Equal GLC            99.6663867110        Equal GLC            42.9254380765       
15                   4                    100                  0.7300000000         Equal GLC            113.1926914454       Equal GLC            49.6885904437       
15                   5                    100                  0.7000000000         Unidimensional X     100.4995957005       Equal GLC            44.2073278910       
15                   6                    100                  0.7500000000         Equal GLC            99.9217185305        Equal GLC            43.0531039863       
15                   7                    100                  0.4600000000         Biased Guessing      135.2888091447       Equal GLC            63.4603463890       
15                   8                    100                  0.5300000000         Equal GLC            120.9142356286       Equal GLC            53.5493625353       
16                   1                    100                  0.5700000000         Biased Guessing      117.0721991097       Unidimensional X     55.2677273056       
16                   2                    100                  0.6400000000         Unidimensional X     116.3747229255       Equal GLC            53.4642233729       
16                   3                    100                  0.6500000000         Unidimensional X     119.5986374680       Unidimensional X     55.1941485480       
16                   4                    100                  0.7100000000         Unidimensional X     77.7338825316        Unidimensional X     34.2617710798       
16                   5                    100                  0.5200000000         Unidimensional X     129.8179528690       Equal GLC            60.2511896954       
16                   6                    100                  0.5600000000         Unidimensional X     118.1804781781       Equal GLC            53.7555483480       
16                   7                    100                  0.6000000000         Unidimensional X     113.7144927029       Unidimensional X     52.2520761655       
16                   8                    100                  0.6200000000         Unidimensional X     138.0299855841       Unidimensional X     64.4098226061       
17                   1                    100                  0.8500000000         Equal GLC            83.2385116100        Equal GLC            34.7115005260       
17                   2                    100                  0.7400000000         Equal GLC            96.9163143918        Equal GLC            41.5504019169       
17                   3                    100                  0.8000000000         Equal GLC            77.0034335029        Equal GLC            31.5939614725       
17                   4                    100                  0.7800000000         Equal GLC            90.1723662983        Equal GLC            38.1784278702       
17                   5                    100                  0.6900000000         Unidimensional X     88.7556446817        Equal GLC            37.7760470561       
17                   6                    100                  0.7200000000         Equal GLC            103.4387950271       Equal GLC            44.8116422346       
17                   7                    100                  0.7800000000         Equal GLC            100.1054285144       Equal GLC            43.1449589782       
17                   8                    100                  0.6800000000         Equal GLC            115.7259436190       Equal GLC            50.9552165305       
18                   1                    100                  0.6900000000         Unidimensional X     119.4451012254       Equal GLC            54.0774770931       
18                   2                    100                  0.7000000000         Equal GLC            122.1870479225       Equal GLC            54.1857686823       
18                   3                    100                  0.7200000000         Equal GLC            117.3425279035       Equal GLC            51.7635086728       
18                   4                    100                  0.7600000000         Equal GLC            115.4827958848       Equal GLC            50.8336426634       
18                   5                    100                  0.7300000000         Equal GLC            132.3787019552       Equal GLC            59.2815956986       
18                   6                    100                  0.7200000000         Unidimensional X     101.5673478690       Equal GLC            45.3020598410       
18                   7                    100                  0.6400000000         Unidimensional X     132.3372804931       Unidimensional X     61.5634700605       
18                   8                    100                  0.6500000000         Equal GLC            127.6293039823       Equal GLC            56.9068967122       
19                   1                    100                  0.5800000000         Unidimensional X     113.7885361766       Equal GLC            52.2831947825       
19                   2                    100                  0.5900000000         Unidimensional X     119.8751812727       Unidimensional X     55.3324204504       
19                   3                    100                  0.7800000000         Unidimensional X     104.3987326522       Equal GLC            45.7333398535       
19                   4                    100                  0.6200000000         Unidimensional X     122.0559384883       Equal GLC            56.4069351565       
19                   5                    100                  0.6300000000         Unidimensional X     115.5247744285       Equal GLC            51.9885302573       
19                   6                    100                  0.6900000000         Unidimensional X     94.3532470842        Equal GLC            42.1373360279       
19                   7                    100                  0.6900000000         Unidimensional X     117.9395816984       Equal GLC            53.4471452965       
19                   8                    100                  0.6600000000         Unidimensional X     130.8381480232       Equal GLC            59.8233571120       
